Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week)
24.0,Male,62.24816756800652,1.8642735245598459,187,155.0,74.0,1.7974477282689365,389.89789540965296,Yoga,27.7,1.5,3
49.0,Male,36.160839622346934,1.7076776941381053,170,160.0,66.0,1.3060947748047875,1345.188342163193,Cardio,22.8,3.6,2
44.0,Male,50.12801911576962,1.6711736703249767,160,160.0,74.0,1.6793922822911487,828.0691038142497,Cardio,27.0,3.2,3
37.0,Female,41.93751276724588,1.8113709988200355,194,162.0,60.0,1.3218264356281089,926.5324239614969,Cardio,23.7,2.8,4
19.0,Female,38.588735279588526,1.5823816183315462,165,134.0,69.0,1.1269266875603592,628.0210943734793,Strength,29.2,1.7,3
34.0,Male,57.70660118058295,1.8782545362514271,196,151.0,64.0,1.2609093844207684,1074.650760605052,HIIT,26.7,3.3,4
18.0,Male,80.96303774099734,1.6709870965731215,176,154.0,72.0,1.6161063443376729,1615.6386629354142,Strength,18.1,2.3,3
30.0,Male,70.08789309963328,1.9968215096892066,166,124.0,67.0,1.990476928490605,1550.8158874413639,Strength,32.7,3.4,3
62.0,Female,64.25845816825033,1.573263238953747,164,124.0,56.0,0.7897243174811526,842.4110189445073,Cardio,29.4,3.7,2
33.0,Male,73.48422365214424,1.7513568082936741,168,132.0,74.0,1.8312087198378035,489.2090140802674,Strength,23.9,3.4,4
46.0,Male,64.63386208184654,1.4828073609793897,182,157.0,68.0,1.8759336843738432,1585.6951996265666,Yoga,26.7,3.1,4
42.0,Female,42.04328831451011,1.8252402340638638,177,145.0,59.0,1.6624299200855623,981.5708470492821,HIIT,26.6,1.5,3
38.0,Female,73.54712911194287,1.5462991764897551,169,149.0,50.0,1.8368469078788674,844.7376439526903,Strength,29.0,3.6,5
28.0,Female,53.92906705304247,1.6001750149999001,182,165.0,70.0,0.7349529261476402,1111.1938767023742,HIIT,20.1,3.5,4
53.0,Female,50.81933191766156,1.7198978683798491,194,148.0,55.0,2.0750651504767523,1177.0635651690811,Strength,28.8,3.1,3
18.0,Male,104.74066607036609,1.8038299841720806,187,155.0,68.0,0.8538761490658595,1625.5837667289136,Yoga,29.3,3.2,3
56.0,Female,47.96451425120037,1.6379749707435778,181,169.0,74.0,1.3703549099217007,929.9969792414607,Strength,25.5,1.5,4
36.0,Male,47.52517640055343,1.6967150989916764,163,145.0,54.0,1.1841059361410162,593.5962279842702,Yoga,21.4,3.1,2
46.0,Female,67.18123120833395,1.7510423953465484,162,126.0,62.0,1.4484808973803442,1215.9524465353404,Strength,25.6,1.5,3
29.0,Female,39.11820718678733,1.5480010849976569,165,169.0,68.0,1.0284750418842195,668.0591654764684,Cardio,30.2,2.6,2
47.0,Female,69.08684114329456,1.8977508801336112,168,123.0,70.0,0.970254867800946,948.48121944502,Yoga,14.8,1.5,3
35.0,Male,71.80015301076247,1.5962196390106094,169,138.0,67.0,1.0987172604907143,1078.0140633645458,Strength,32.4,3.0,4
28.0,Female,74.14739117784654,1.671653569574772,163,124.0,68.0,1.3431239272328956,1486.8862356959478,Cardio,13.0,3.1,5
28.0,Female,53.32244203166609,1.807065942955833,196,132.0,74.0,1.3378633323688605,746.0012155729582,Yoga,14.5,3.2,3
35.0,Male,72.94513122635946,1.9193726409409542,184,156.0,52.0,1.213311190368225,1041.5146545657024,Strength,14.7,1.5,4
22.0,Male,41.270757275404634,1.8360374637046146,188,137.0,67.0,0.7925406756013393,563.614202442135,HIIT,16.4,2.0,2
37.0,Male,77.93748223588535,1.6543232149927323,177,133.0,57.0,0.8820787479206694,1126.1225143029749,Cardio,27.3,3.1,2
49.0,Female,83.29985703066079,1.8761527359017318,183,156.0,67.0,0.80329424696837,773.5725415689237,Cardio,32.5,3.3,3
24.0,Male,58.580319683598375,1.874211316225007,187,166.0,64.0,1.2550291919272298,1758.0106496967594,Cardio,28.7,1.9,3
25.0,Male,86.98269509019362,1.8146017686815292,182,163.0,53.0,2.196396907715849,1249.3165527970386,Cardio,29.2,2.7,4
19.0,Female,71.03128206888059,1.7078772799882806,169,143.0,54.0,1.6109144825532151,1125.6992243669242,Strength,28.7,2.0,2
55.0,Female,43.59507590187097,2.0030085440036665,172,159.0,59.0,1.705955491731089,588.2460316332337,Yoga,18.7,2.1,2
40.0,Male,54.68667320067204,1.7659817324140283,186,169.0,51.0,1.4229348386900413,1115.7749585155298,Cardio,35.0,2.0,3
34.0,Male,42.523000606864066,1.9132300179206962,166,169.0,57.0,1.2925243150258032,1988.1866312304742,Strength,17.1,3.6,5
33.0,Female,75.25648059336532,1.967321750673103,193,132.0,59.0,1.101485289354333,556.8014729122477,HIIT,34.9,3.2,3
29.0,Male,116.27174238147937,1.7990499783467264,187,141.0,51.0,2.0666315610833665,1579.4399244592937,Yoga,23.50936099,2.5,4
19.0,Male,73.91720326784224,1.7561910777125604,196,159.0,55.0,1.8229429755847242,778.108946759483,Yoga,25.2,2.3,2
59.0,Male,41.56862409780569,1.7940701093956501,179,139.0,59.0,1.1990282850076672,510.8592685803365,HIIT,19.7,3.7,3
35.0,Female,70.17485248926015,1.6470790452445787,171,132.0,50.0,1.0947000517633618,718.337346862717,Strength,23.0,2.706644144,3
25.0,Female,69.67950941492371,1.748230376766021,198,169.0,69.0,1.9291565876732797,1370.3657437696527,Cardio,28.4,2.8,4
48.0,Female,50.59148401744142,1.848504896328804,170,148.0,65.0,1.2462537328443486,677.5304649291959,Cardio,28.9,3.5,3
40.0,Male,93.29636460874377,1.6590134367407947,166,149.0,60.0,1.1273221085568002,780.4818744370974,HIIT,20.8,2.706644144,2
14.0,Female,55.573390466431874,1.6842539604758202,198,134.0,74.0,1.7344511470140855,388.30335212038307,HIIT,28.1,3.1,5
35.0,Female,44.8812733734993,1.5765012482555532,181,125.0,70.0,2.006332284000871,591.4661920143728,HIIT,23.1,3.3,3
52.0,Female,64.83031327426349,1.68417003712304,172,140.0,62.0,1.3070593327906075,1086.9289462706888,Cardio,28.6,3.6,4
56.0,Male,67.0043685444379,1.5123682104132854,165,152.0,74.0,2.0827484419527638,808.8854799014906,Yoga,28.9,3.3,3
52.0,Female,57.696106465088,1.7003632009443417,185,137.0,57.0,2.1138870637902474,1876.2803380430544,Yoga,20.5,3.1,3
27.0,Female,77.20716910127712,1.6378512740154971,182,160.0,60.0,0.9846917192829562,971.4494847020247,HIIT,14.8,3.5,3
40.0,Female,67.16292723526836,1.6739088804824198,182,146.0,68.0,0.8401924208245565,1392.854696888694,HIIT,20.7,3.0,5
33.0,Female,82.73178806861824,1.7870206493621037,177,163.0,63.95115104,1.8500048203394406,1971.996071211661,Cardio,27.5,3.4,4
22.0,Female,72.64159609805235,1.7298782195174072,193,136.0,51.0,0.6090792477231062,1237.2977919648981,Yoga,28.4,3.0,4
28.0,Female,61.57214866943923,1.8996641182123866,183,148.0,67.0,0.6318407661932973,832.462604655049,HIIT,20.0,3.2,4
45.0,Male,64.2872286943319,1.6750363967453197,183,138.0,71.0,2.0649658921041167,1010.2581523092895,Strength,21.2,2.0,2
36.0,Female,68.42218476089316,1.730362468221813,195,169.0,73.0,1.8178133346403875,1173.831535086086,Yoga,30.5,3.2,5
32.0,Female,36.513262250069694,1.9064364194269183,180,143.0,74.0,1.996508566780819,944.7270218567381,Yoga,17.2,2.3,2
56.0,Male,61.50538757526357,1.5703342250003216,186,135.0,74.0,1.8931389562102008,914.7041661122034,Yoga,19.7,2.6,3
22.0,Male,79.06238283479425,1.6952674256328908,196,169.0,53.0,2.1071826781937584,1044.844640523928,HIIT,29.8,2.5,2
28.0,Male,59.196919818176006,1.5879449293633374,162,135.0,65.0,1.9888995982814628,658.7259116691159,Yoga,18.2,3.7,3
17.0,Male,84.64760959482172,1.8418614812455476,168,168.0,69.0,2.056153433943274,822.9633384706849,Strength,17.3,2.6,5
18.0,Male,109.73193951032198,1.769683395127407,177,155.0,71.0,1.8679050096565322,621.3754547827426,Strength,27.0,3.2,5
48.0,Female,43.23114252165502,1.7701793375292754,194,148.0,55.0,1.942604048021299,1286.7963611318266,Strength,28.8,3.1,3
51.0,Female,57.57256966823526,1.5288417771412222,185,169.0,63.0,1.3777047470331671,1071.8915334869146,Yoga,25.1,1.7,4
62.0,Female,39.17860284564917,1.710821170953988,193,120.0,52.0,1.0294011664191622,1289.6306710183646,Yoga,21.2,2.5,5
46.0,Female,65.13611254437092,1.6537614917993448,198,155.0,54.0,0.7756660215969002,1129.5558762043308,Yoga,33.2,3.5,4
45.0,Male,76.15705266433677,2.0090315256034126,184,123.0,64.0,0.9093374652639088,1282.3458445382232,Cardio,10.0,3.4,5
21.0,Male,53.42051285045828,1.6827101842768435,168,146.0,74.0,1.0670153678955445,1029.2628678365356,Cardio,24.6,3.5,2
58.0,Female,133.62180583002294,1.8076229059238431,188,139.0,58.0,1.2623260919173072,1399.1134817007785,HIIT,19.2,3.5,3
17.0,Female,64.27817810533726,1.6195082904472577,161,169.0,74.0,1.7242196203815092,1477.950951100288,HIIT,30.2,3.3,3
33.0,Male,41.89325049789098,1.5823309945899313,166,165.0,50.0,1.8896412573990093,946.4545527352809,Strength,24.6,3.2,3
17.0,Male,62.10476472735824,1.7550789278706895,170,135.0,69.0,1.800224832108493,1667.3296839769505,Yoga,23.9,3.1,3
26.0,Female,53.03021000608238,1.8542407878466125,187,134.0,53.0,1.8890167006916592,874.1388524478479,Strength,16.3,2.6,5
21.0,Female,43.32997290287251,1.7371620934205725,160,145.0,74.0,0.520947500290713,781.3089208123887,Strength,24.8,3.6,3
42.0,Female,52.303800602145756,1.6877473586300165,194,169.0,70.0,0.7581248128355952,686.7125076746049,HIIT,23.5,2.8,3
39.0,Female,50.79388784598516,1.6865715093732967,199,159.0,69.0,0.9561118840058002,1281.1696150366486,Yoga,14.8,3.2,3
24.0,Male,89.8689366811542,1.6523492466030654,162,129.0,65.0,1.3716599039225468,1413.2496011497553,Yoga,25.8,3.3,2
58.0,Female,106.5682899678357,1.6764439550010655,171,136.0,71.0,1.164042414244336,875.8288779770554,Cardio,32.0,3.4,3
16.0,Male,56.9549209353376,1.6235153822477864,191,127.0,54.0,0.9972962536818811,1031.793567507175,Strength,26.2,3.4,3
48.0,Female,112.23933794980735,1.6946767610559685,160,162.0,63.0,0.8305023383182913,1437.1945651341891,Cardio,22.6,2.5,4
29.0,Male,73.13056462208507,1.543068504215107,196,138.0,61.0,1.0921945181184962,1309.753702341509,Strength,29.8,3.4,2
32.0,Female,58.531498279184056,1.5622075520285332,179,135.0,69.0,1.3440489242073708,1106.745183218611,HIIT,26.0,2.9,3
46.0,Female,56.10166020765585,1.859147772561535,195,125.0,74.0,1.0533288586970573,803.4534663587161,HIIT,20.0,3.5,3
42.0,Female,74.36015834260527,1.9678843792940437,192,169.0,52.0,1.8224759841253375,824.1532105451827,Yoga,24.6,3.5,5
27.0,Male,88.76109476594749,1.6573750059802586,163,142.0,68.0,0.6492598755562512,1039.8462593249255,Strength,24.2,3.7,4
20.0,Male,96.62552231781534,1.683054556163192,169,135.0,59.0,1.0092184834066267,718.4860102602985,Cardio,10.5,1.7,4
58.0,Female,51.12449807916534,1.5321702800802635,181,128.0,74.0,1.4382657665650962,863.450675687634,Yoga,26.5,1.5,3
51.0,Male,89.8900545773216,1.5921276405901845,170,153.0,57.0,1.3978215152285112,1430.2806089160208,Strength,10.0,3.3,3
38.0,Male,70.63133804041904,2.0214325711905374,179,161.0,58.0,1.0609855509165567,783.1837730867436,HIIT,17.6,1.8,2
37.0,Male,101.23900590917775,1.5554744535501634,184,141.0,59.0,2.0276494374340435,1141.493242928969,Cardio,27.8,3.2,2
53.0,Male,53.854440018227216,1.625953747423122,184,162.0,65.0,1.514616640596762,1289.3458638490301,Cardio,25.2,3.2,4
58.0,Female,93.5877876188741,1.7877866991645788,172,148.0,60.0,1.1053078703314443,1040.0317941671344,HIIT,17.3,2.6,4
22.0,Male,61.65853448048173,1.732862418288196,182,153.0,70.0,2.084283924436575,727.387662079714,Yoga,15.8,2.706644144,3
24.0,Female,66.65887572913333,1.7051650679463684,176,162.0,53.0,0.8837472562123129,1485.4455273794165,Strength,15.0,3.4,4
32.0,Female,71.69353655654305,2.022521276019348,196,141.0,73.0,1.0383244251437909,749.0506941030585,HIIT,33.8,3.6,4
31.0,Female,64.74751027768866,1.748752638166492,175,140.0,69.0,1.4331278627057706,635.0608677470069,Strength,24.7,3.5,4
37.47541899,Male,66.84754084460162,1.5086607530836007,184,169.0,71.0,1.4092735947062813,1229.7236295428636,Cardio,23.8,2.3,3
17.0,Male,65.28312025316963,1.8850287846582177,198,141.0,51.0,1.5535035011732894,1514.38348724145,Yoga,22.7,1.8,3
43.0,Female,43.18968547219137,1.558727562802627,172,147.0,72.0,1.3293207202455415,1202.1522910867675,Strength,28.5,3.7,2
32.0,Female,85.32998616824342,1.576630502170897,171,126.0,69.0,1.5390873793014994,845.2502290352888,Cardio,21.3,3.1,3
18.0,Male,75.43646047761106,1.7801358652219839,167,129.0,72.0,0.8822596407809967,1396.873341694506,Strength,20.6,1.5,4
31.0,Male,73.40265513209707,1.7807717888563135,167,163.0,58.0,0.757418449507131,468.8022725451674,HIIT,12.1,2.9,3
49.0,Male,48.200597553934145,1.682899279478987,192,169.0,63.0,1.2263992124545324,672.9508937387325,Strength,25.5,2.2,5
22.0,Female,40.74919405863124,1.658084882908154,163,137.0,61.0,1.0277312749981773,1670.9494542509754,Cardio,31.7,1.7,4
41.0,Female,37.6512851697191,1.7083451863901729,177,165.0,72.0,1.4275107276898893,371.0670437933306,HIIT,10.0,2.706644144,3
45.0,Female,98.51090759509754,1.8399669797793026,165,150.0,70.0,1.4085517087863757,749.988427491707,Strength,31.4,3.7,3
17.0,Female,48.21447466823024,1.6516241813311952,171,164.0,66.0,1.2153453684446482,1074.1509012199863,Yoga,16.1,2.2,5
53.0,Female,104.98331816913476,1.6180891264580712,171,136.0,71.0,1.2292821820902946,913.5441231483428,Cardio,32.0,3.4,3
26.0,Female,99.60201508359174,1.6491478510261597,188,141.0,56.0,1.6010011097166916,1616.1076599236783,Yoga,18.6,1.7,2
21.0,Male,55.532768148139276,1.681275710857736,190,146.0,59.0,0.7124741488850336,1081.2449341509287,Yoga,21.4,3.3,2
45.0,Female,72.20315631516857,1.5967795024241707,199,152.0,72.0,0.9449739656339643,679.3341495964424,Cardio,23.0,2.2,4
22.0,Female,68.36802095329806,1.49404956350195,198,128.0,50.0,0.970532175864936,920.2658088966848,Cardio,31.2,3.4,2
35.0,Female,71.97395825981914,1.8031436781638106,194,153.0,60.0,1.1360835097092163,1460.0007249224352,Strength,27.3,3.0,4
34.0,Male,38.197335208429436,2.0297602555303467,193,121.0,63.95115104,2.0377628716525056,1221.509142015002,Yoga,25.7,2.6,4
51.0,Female,68.6911998570523,1.8477276120700306,191,151.0,59.0,1.9656285051403666,1828.608361597827,Cardio,19.2,2.0,4
27.0,Male,91.50250061196861,1.6972432990966375,195,158.0,70.0,1.4673083039041732,1174.578053674802,Strength,12.3,3.6,3
33.0,Female,87.43188629530202,1.943989527580339,192,135.0,62.0,1.34632958974947,1658.3233411992076,Strength,16.5,3.7,2
27.0,Male,47.799504550253836,1.7710591533537001,180,128.0,61.0,1.8043150213798942,878.559645458985,Strength,15.0,2.5,4
52.0,Female,77.74426276160136,1.7761233283355236,197,141.0,55.0,1.554389875266541,611.1486483974525,HIIT,23.4,2.9,5
21.0,Female,63.21669151942108,2.0177485863475386,184,169.0,55.0,1.5211063467268022,935.0775579662312,Strength,32.4,2.5,5
27.0,Male,80.69958127932684,1.9298533436767564,181,168.0,74.0,1.0131723881280208,829.1044310690419,HIIT,24.8,2.0,3
27.0,Male,92.3348652766472,1.5843577540009495,181,158.0,67.0,1.3923059249171483,1569.64172446698,Cardio,32.5,2.0,4
18.0,Female,42.693974622951046,1.7071178315421731,163,137.0,61.0,1.098767405943036,1350.1334769413402,Cardio,31.7,1.7,4
26.0,Female,39.65306168769515,1.705826046690892,191,169.0,56.0,1.8248238184629495,667.7620478994417,Yoga,23.2,2.8,5
29.0,Female,82.50194569245626,1.7194353555660256,193,169.0,68.0,1.760043981465398,1206.1728728530256,Strength,18.1,3.7,2
29.0,Female,83.32999401409788,1.7535826555713887,192,121.0,72.0,1.47697458854828,787.7802980892772,Strength,26.5,1.5,4
29.0,Female,67.37754956121982,1.7200038777288305,199,121.0,72.0,2.131467960392273,710.0352962495502,HIIT,23.6,3.4,4
51.0,Female,62.19544976588755,1.6473493458591855,185,124.0,70.0,1.2467265728008377,1608.511938529805,HIIT,24.0,2.0,4
15.0,Male,70.3997875700378,1.6107302247900575,177,153.0,74.0,0.9835143566845451,1105.2310364822288,Yoga,23.6,2.4,4
16.0,Male,39.50886740323922,1.7971702802953227,188,137.0,67.0,0.772395757336372,651.8184695168944,HIIT,16.4,2.0,2
33.0,Female,71.9710717744186,1.7598124366148837,175,127.0,53.0,1.5561183372064098,1238.5834680676487,Strength,31.9,3.6,2
24.0,Female,49.12132330217232,2.020559951652717,174,129.0,68.0,1.4736625622894064,1095.316435675587,HIIT,31.0,2.0,5
22.0,Male,52.19964286896815,1.5924305066735782,170,169.0,72.0,1.4637493225305251,845.9411582736836,Cardio,24.7,3.4,3
15.0,Male,98.2123797312315,1.7509322787950579,177,155.0,71.0,1.987200569494812,550.3009354643616,Strength,27.0,3.2,5
49.0,Male,53.11403826252538,1.6105957651756704,182,129.0,54.0,2.1676088283015527,1353.9832128309686,Strength,25.1,1.5,3
53.0,Male,60.94724892260016,1.580923078171579,186,135.0,74.0,1.8073734545103215,1065.8185128532314,Yoga,19.7,2.6,3
50.0,Female,43.80827894764372,1.7362911823134795,196,133.0,74.0,1.80785528599134,447.43123884505206,Cardio,12.8,2.5,4
20.0,Female,96.43675478322604,1.7526618893921637,188,169.0,72.0,1.3344807229272622,868.0250493031988,Strength,22.5,3.7,3
52.0,Male,42.734052073484214,2.0377062171272216,199,161.0,74.0,1.2919660227197407,980.2142611437575,Cardio,24.6,3.2,3
22.0,Male,76.1052536581981,1.8920924008061937,181,168.0,74.0,1.0953586037049832,893.1835541552391,HIIT,24.8,2.0,3
20.0,Female,80.97020067175362,1.9224430430481256,167,145.0,62.0,1.7078523825905372,645.5688015583077,Strength,18.6,3.3,3
22.0,Female,58.701141490503765,1.648251656877796,190,151.0,65.0,0.8174683465993844,1031.3755016865396,Yoga,16.7,3.3,2
59.0,Female,60.63716505983821,1.610680480567823,196,154.0,61.0,1.5574870619143109,990.0069171622036,Strength,15.0,2.1,3
17.0,Male,95.6870783387755,1.7243304605707799,199,145.0,65.0,1.105564738140843,1537.7167384080808,Cardio,30.0,3.3,3
20.0,Male,97.02194976230531,1.7686558311821126,187,155.0,68.0,0.8302559186884841,1578.4834047265297,Yoga,29.3,3.2,3
25.0,Male,37.42998995552992,1.8874920296966649,161,146.259322,74.0,1.6379545942946392,1106.4722784611156,Strength,23.7,3.3,4
21.0,Female,83.88199878019866,1.7975051237379303,190,127.0,74.0,1.4552326779911806,487.03014870147814,Yoga,29.9,1.7,4
21.0,Male,61.36728377187785,1.8693092549099017,195,139.0,74.0,2.1547520763331263,967.5022899583562,Yoga,14.9,2.7,3
49.0,Male,65.12910385958178,1.90064575718977,177,120.0,74.0,1.6285307232516828,1072.055593543495,Strength,23.4,3.6,4
59.0,Female,83.76238044745719,1.5548449758466443,160,164.0,50.0,1.5967255804685758,1239.9105031574363,Strength,32.2,3.6,2
17.0,Male,38.06683283371082,1.5961377420114022,187,152.0,73.0,1.6714530173815878,896.4153783981948,Yoga,27.1,1.6,3
47.0,Male,87.21014313691154,1.5298268784772056,176,142.0,56.0,1.543268463200334,515.4695015922501,HIIT,25.6,1.9,3
23.0,Male,62.569488420396254,1.8466980817618588,172,142.0,54.0,1.597928057287406,1910.6762885112191,Strength,28.7,3.5,3
14.0,Male,95.91877307973755,1.7513123734159781,173,144.0,56.0,1.3894490663095256,788.5026435593077,HIIT,27.1,3.2,4
33.0,Male,41.566508831376396,1.5757241672505964,166,165.0,50.0,2.055330382363746,771.3163971333904,Strength,24.6,3.2,3
58.0,Female,58.37333935380635,1.5199703901189985,192,147.0,70.0,1.201413586693405,465.94177460610985,Yoga,28.3,2.2,3
35.0,Female,60.2415704794948,1.618984951239293,177,127.0,59.0,1.7331589257478497,748.7103675409993,Yoga,28.0,3.1,4
22.0,Male,78.99359842174039,1.7880479353552876,162,136.0,57.0,1.3139516610335702,828.457247349417,HIIT,11.4,3.5,4
47.0,Male,63.748037025027116,1.5990381724441782,162,155.0,72.0,1.0244503294713247,1103.7651418388684,Strength,23.4,3.1,3
44.0,Male,93.03522915545395,1.7790698605936097,163,154.0,58.0,1.5246786910548675,840.3738681083853,HIIT,24.1,2.9,3
29.0,Male,73.21275948816746,1.7635737615776466,192,153.0,50.0,0.5573091384509368,1314.3531077574596,Strength,31.7,1.5,3
36.0,Female,53.76165317694416,1.8243690951652298,161,146.259322,62.0,1.2151124618337086,783.3917600076778,Strength,15.2,1.8,4
59.0,Female,98.05988364415354,1.8738598074621706,184,167.0,71.0,1.5011573830155056,1118.341951051386,Cardio,24.2,2.1,5
18.0,Female,142.0128862605901,1.7078439431870953,161,169.0,56.0,1.8959317396757271,497.19323303887114,Yoga,29.6,2.4,4
58.0,Male,74.68943446623587,1.7877122339667193,172,124.0,68.0,1.438541704795248,1208.536242327653,Cardio,21.4,3.5,4
36.0,Female,72.44326532878165,1.7292156838404529,170,152.0,59.0,2.0199916545971477,983.5109790232318,Cardio,20.4,1.5,3
24.0,Male,93.10809153291325,1.7007038583271445,194,141.0,59.0,1.9143277923658333,1816.6105456695304,HIIT,32.9,2.4,4
29.0,Female,78.86420287402447,1.71587466886034,163,158.0,58.0,1.3513606067190043,912.1852503205725,HIIT,14.0,3.4,4
26.0,Female,60.28435200841658,1.874998784053688,167,122.0,70.0,1.4438074556789071,1231.0269680773765,Cardio,24.9,2.7,2
30.0,Male,95.69431046720014,1.779531480586889,174,120.0,51.0,1.4689606043296664,583.3173286791468,Cardio,27.6,1.5,4
19.0,Female,50.013234931709114,1.7672546730020406,171,165.0,72.0,1.5322004527191002,562.0723633809698,Strength,26.1,3.4,4
38.0,Female,41.85418322922285,1.5633278350803748,172,159.0,59.0,1.400909509951061,1555.7470688721476,Yoga,19.9,3.0,3
32.0,Male,72.8969496823583,1.8192045172625464,187,149.0,54.0,1.1772424828714236,792.1380472836603,Strength,33.0,3.0,2
